Metric,ML_Mean,Static_Mean,ML_Std,Static_Std,Improvement_%
TotalVehicles,246.66165413533835,287.84615384615387,140.76112837313957,180.29011311460712,14.30781657510961
VehiclesWaiting,3.075187969924812,3.269230769230769,2.2684397927182274,2.3773059774474214,5.935426802299862
FuelConsumed,0.0,0.0,0.0,0.0,
EpisodeDuration,30.442086315789474,94.57152288461538,8.91603489980114,17.78896351654679,67.81051484924146
