Step,Episode,TotalVehicles,VehiclesWaiting,SimulationTime
1066,36,170,6,1231.345
1067,36,170,5,1232.678
1068,36,170,5,1233.929
1069,36,171,3,1235.973
1070,36,171,2,1237.252
1071,36,171,1,1238.585
1072,36,171,1,1239.875
1073,36,172,2,1241.208
1074,36,172,1,1242.542
1075,36,172,1,1243.875
1076,36,172,1,1244.875
1077,36,173,2,1246.398
1078,36,173,2,1247.589
1079,36,173,1,1248.801
1080,36,173,1,1249.823
1081,37,173,1,1250.887
1082,37,173,1,1251.918
1083,37,174,2,1252.953
1084,37,174,1,1254.412
1085,37,174,1,1255.774
1086,37,174,1,1256.8
1087,37,174,1,1257.821
1088,37,175,2,1258.842
1089,37,175,2,1259.904
1090,37,175,2,1260.975
1091,37,175,2,1262.05
1092,37,175,2,1263.101
1093,37,175,2,1264.235
1094,37,176,3,1265.262
1095,37,176,3,1266.353
1096,37,176,3,1267.46
1097,37,176,3,1268.461
1098,37,176,3,1269.611
1099,37,177,4,1270.645
1100,37,177,4,1271.673
1101,37,177,4,1272.835
1102,37,177,4,1273.929
1103,37,177,4,1274.999
1104,37,177,4,1276.032
1105,37,177,4,1277.059
1106,37,178,5,1278.098
1107,37,178,5,1279.169
1108,37,178,5,1280.171
1109,37,178,5,1281.182
1110,37,178,5,1282.214
1111,38,178,5,1283.243
1112,38,178,5,1284.364
1113,38,178,5,1286.425
1114,38,179,6,1288.14
1115,38,179,6,1289.181
1116,38,179,5,1290.219
1117,38,179,4,1291.334
1118,38,179,4,1292.441
1119,38,179,4,1293.537
1120,38,180,5,1294.558
1121,38,180,5,1295.61
1122,38,180,5,1296.766
1123,38,180,5,1297.889
1124,38,180,5,1299.295
1125,38,180,5,1300.858
1126,38,180,5,1301.901
1127,38,181,6,1303.234
1128,38,181,6,1304.568
1129,38,181,6,1305.901
1130,38,181,6,1307.569
1131,38,182,7,1308.797
1132,38,182,7,1309.855
1133,38,182,7,1310.939
1134,38,182,7,1312.006
1135,38,182,7,1313.275
1136,38,183,8,1314.292
1137,38,183,8,1315.377
1138,38,183,8,1316.877
1139,38,183,8,1318.211
1140,38,183,8,1319.402
1141,39,183,7,1321.271
1142,39,184,7,1322.591
1143,39,184,5,1324.116
1144,39,184,4,1325.383
1145,39,184,3,1326.773
1146,39,184,1,1327.856
1147,39,184,1,1329.334
1148,39,185,1,1330.551
1149,39,185,1,1331.839
1150,39,185,1,1332.944
1151,39,185,1,1333.966
1152,39,185,1,1335.019
1153,39,186,2,1336.068
1154,39,186,2,1337.103
1155,39,186,1,1338.107
1156,39,186,1,1339.16
1157,39,186,1,1340.189
1158,39,187,2,1341.212
1159,39,187,2,1342.236
1160,39,187,2,1343.286
1161,39,187,1,1344.317
1162,39,187,1,1345.357
1163,39,187,1,1346.382
1164,39,188,2,1347.393
1165,39,188,2,1348.726
1166,39,188,1,1350.137
1167,39,188,1,1351.295
1168,39,188,1,1352.438
1169,39,188,1,1353.441
1170,39,189,2,1354.54
1171,40,189,2,1355.549
1172,40,189,2,1356.569
1173,40,189,2,1357.64
1174,40,189,2,1358.72
1175,40,190,3,1359.774
1176,40,190,3,1360.798
1177,40,190,3,1361.813
1178,40,190,3,1362.867
1179,40,190,3,1363.939
1180,40,191,4,1365.018
1181,40,191,4,1366.024
1182,40,191,4,1367.045
1183,40,191,4,1368.079
1184,40,191,4,1369.109
1185,40,191,4,1370.121
1186,40,191,4,1371.173
1187,40,191,4,1372.209
1188,40,192,5,1373.244
1189,40,192,5,1374.319
1190,40,192,5,1375.359
1191,40,192,5,1376.365
1192,40,192,5,1377.406
1193,40,192,5,1378.493
1194,40,192,5,1380.461
1195,40,192,5,1381.895
1196,40,193,6,1382.97
1197,40,193,6,1383.98
1198,40,193,6,1385.019
1199,40,193,6,1386.034
1200,40,193,6,1387.123
1201,41,194,7,1388.158
1202,41,194,7,1389.223
1203,41,194,7,1390.53
1204,41,194,7,1391.639
1205,41,194,7,1392.723
1206,41,195,8,1393.79
1207,41,195,8,1394.899
1208,41,195,8,1395.957
1209,41,195,8,1397.015
1210,41,195,8,1398.015
1211,41,195,8,1399.087
1212,41,196,9,1400.167
1213,41,196,9,1401.17
1214,41,196,9,1402.189
1215,41,196,9,1403.333
1216,41,196,9,1404.487
1217,41,197,10,1405.955
1218,41,197,10,1407.182
1219,41,197,10,1408.188
1220,41,197,10,1409.356
1221,41,197,9,1411.542
1222,41,198,9,1412.876
1223,41,198,9,1414.093
1224,41,198,7,1415.274
1225,41,198,6,1416.608
1226,41,198,6,1417.941
1227,41,198,4,1419.274
1228,41,199,3,1420.608
1229,41,199,2,1421.941
1230,41,199,1,1422.964
1231,42,199,1,1424.258
1232,42,199,1,1425.343
1233,42,199,1,1426.397
1234,42,200,2,1427.442
1235,42,200,1,1428.489
1236,42,200,1,1429.556
1237,42,200,1,1430.564
1238,42,200,1,1431.731
1239,42,200,1,1432.75
1240,42,201,2,1433.762
1241,42,201,1,1434.814
1242,42,201,1,1435.939
1243,42,201,1,1437.02
1244,42,201,1,1438.069
1245,42,202,2,1439.21
1246,42,202,2,1440.245
1247,42,202,2,1441.256
1248,42,202,2,1442.301
1249,42,202,2,1443.635
1250,42,202,2,1444.922
1251,42,202,2,1446.004
1252,42,202,2,1447.016
1253,42,202,2,1448.059
1254,42,203,3,1449.083
1255,42,203,3,1450.134
1256,42,203,3,1451.145
1257,42,203,3,1452.237
1258,42,203,3,1453.51
1259,42,203,3,1454.762
1260,42,203,3,1455.77
1261,43,204,4,1456.833
1262,43,204,4,1457.868
1263,43,204,4,1458.87
1264,43,204,4,1459.875
1265,43,204,4,1460.88
1266,43,204,4,1461.912
1267,43,204,4,1462.918
1268,43,204,4,1463.982
1269,43,204,4,1465.161
1270,43,205,5,1466.199
1271,43,205,5,1467.234
1272,43,205,5,1468.386
1273,43,205,5,1469.668
1274,43,205,4,1471.001
1275,43,206,4,1472.334
1276,43,206,2,1473.668
1277,43,206,1,1475.001
1278,43,206,1,1476.134
1279,43,206,1,1478.36
1280,43,207,1,1479.614
1281,43,207,1,1480.709
1282,43,207,1,1482.035
1283,43,207,1,1483.417
1284,43,207,1,1484.616
1285,43,207,1,1485.724
1286,43,207,1,1486.753
1287,43,208,2,1487.887
1288,43,208,2,1489.045
1289,43,208,2,1490.13
1290,43,208,2,1491.161
1291,44,208,2,1492.228
1292,44,209,3,1493.244
1293,44,209,3,1494.356
1294,44,209,3,1495.499
1295,44,209,3,1496.53
1296,44,209,3,1497.573
1297,44,209,3,1498.656
1298,44,209,3,1499.999
1299,44,210,4,1501.004
1300,44,210,3,1502.169
1301,44,210,1,1503.214
1302,44,210,1,1504.35
1303,44,210,1,1505.606
1304,44,210,1,1506.727
1305,44,210,0,1509.055
1306,44,211,1,1510.388
1307,44,211,1,1511.722
1308,44,211,1,1512.934
1309,44,211,1,1514.009
1310,44,211,1,1515.075
1311,44,212,2,1516.158
1312,44,212,1,1517.192
1313,44,212,1,1518.199
1314,44,212,1,1519.213
1315,44,212,1,1520.258
1316,44,213,2,1521.359
1317,44,213,2,1522.401
1318,44,213,2,1523.42
1319,44,213,1,1524.481
1320,44,213,1,1525.513
1321,45,213,1,1526.533
1322,45,213,1,1527.545
1323,45,214,1,1528.581
1324,45,214,1,1529.684
1325,45,214,1,1530.689
1326,45,214,1,1531.737
1327,45,214,1,1532.746
1328,45,214,1,1533.803
1329,45,214,1,1534.842
1330,45,214,1,1535.884
1331,45,215,2,1536.926
1332,45,215,2,1538.031
1333,45,215,2,1540.236
1334,45,215,2,1541.617
1335,45,215,2,1542.627
1336,45,216,3,1543.665
1337,45,216,3,1544.734
1338,45,216,3,1545.749
1339,45,216,3,1546.777
1340,45,216,3,1547.79
1341,45,216,3,1548.794
1342,45,216,3,1549.8
1343,45,217,4,1550.842
1344,45,217,4,1551.883
1345,45,217,4,1552.971
1346,45,217,4,1553.982
1347,45,217,4,1555.065
1348,45,218,5,1556.176
1349,45,218,5,1557.246
1350,45,218,5,1558.278
1351,46,218,5,1559.298
1352,46,218,5,1560.4
1353,46,218,4,1561.515
1354,46,218,3,1562.563
1355,46,218,3,1564.116
1356,46,219,4,1565.45
1357,46,219,4,1566.783
1358,46,219,4,1567.942
1359,46,219,4,1568.961
1360,46,219,4,1570.527
1361,46,220,5,1571.861
1362,46,220,5,1573.445
1363,46,220,5,1574.489
1364,46,220,5,1575.517
1365,46,221,6,1576.613
1366,46,221,6,1577.614
1367,46,221,6,1578.647
1368,46,221,6,1579.675
1369,46,221,6,1580.744
1370,46,222,7,1582.304
1371,46,222,7,1583.515
1372,46,222,7,1584.826
1373,46,222,7,1585.84
1374,46,222,7,1586.872
1375,46,222,7,1587.961
1376,46,223,8,1589.064
1377,46,223,8,1590.268
1378,46,223,8,1591.559
1379,46,223,6,1592.77
1380,46,223,6,1593.839
1381,47,224,5,1595.137
1382,47,224,4,1596.251
1383,47,224,3,1597.494
1384,47,224,2,1598.929
1385,47,224,1,1599.985
1386,47,224,1,1601.828
1387,47,224,0,1603.161
1388,47,225,1,1604.879
1389,47,225,1,1606.367
1390,47,225,1,1607.965
1391,47,226,2,1608.999
1392,47,226,2,1610.03
1393,47,226,2,1611.067
1394,47,226,1,1612.085
1395,47,226,1,1613.203
1396,47,226,1,1614.664
1397,47,226,1,1615.778
1398,47,227,2,1616.781
1399,47,227,1,1617.803
1400,47,227,1,1618.861
1401,47,227,1,1619.912
1402,47,227,1,1620.916
1403,47,227,1,1622.266
1404,47,227,1,1623.578
1405,47,228,2,1624.728
1406,47,228,2,1625.789
1407,47,228,2,1626.806
1408,47,228,2,1628.19
1409,47,228,2,1629.22
1410,47,228,2,1630.453
1411,48,228,2,1631.481
1412,48,228,2,1632.51
1413,48,229,3,1633.515
1414,48,229,3,1634.554
1415,48,229,3,1636.44
1416,48,229,3,1637.519
1417,48,229,3,1638.547
1418,48,230,4,1639.557
1419,48,230,4,1640.631
1420,48,230,4,1641.671
1421,48,230,4,1642.716
1422,48,230,4,1643.722
1423,48,230,4,1644.74
1424,48,230,4,1645.762
1425,48,231,5,1647.029
1426,48,231,5,1648.656
1427,48,231,5,1650.197
1428,48,231,5,1651.533
1429,48,231,5,1652.611
1430,48,231,5,1653.615
1431,48,231,5,1654.662
1432,48,231,5,1655.702
1433,48,232,6,1656.892
1434,48,232,6,1657.9
1435,48,232,6,1658.978
1436,48,232,6,1660.066
1437,48,232,6,1661.325
1438,48,233,7,1662.747
1439,48,233,7,1663.816
1440,48,233,7,1665.217
1441,49,233,7,1666.239
1442,49,234,8,1667.28
1443,49,234,8,1668.336
1444,49,234,8,1669.444
1445,49,234,8,1671.038
1446,49,234,8,1672.372
1447,49,234,8,1673.431
1448,49,234,8,1674.559
1449,49,235,9,1675.563
1450,49,235,9,1676.578
1451,49,235,9,1677.65
1452,49,235,9,1678.825
1453,49,235,9,1679.936
1454,49,235,9,1681.063
1455,49,235,9,1682.085
1456,49,236,9,1683.318
1457,49,236,7,1684.374
1458,49,236,6,1685.431
1459,49,236,5,1686.755
1460,49,237,4,1687.831
1461,49,237,4,1688.9
1462,49,237,2,1689.984
1463,49,237,2,1691.116
1464,49,237,1,1692.243
1465,49,237,1,1693.31
1466,49,237,1,1694.368
1467,49,237,1,1695.426
1468,49,237,0,1696.427
1469,49,238,1,1697.458
1470,49,238,1,1698.469
1471,50,238,1,1699.492
1472,50,238,1,1700.524
1473,50,238,1,1701.857
1474,50,239,2,1703.015
1475,50,239,2,1704.057
1476,50,239,2,1705.078
1477,50,239,1,1706.118
1478,50,239,1,1707.162
1479,50,240,2,1708.198
1480,50,240,2,1709.281
1481,50,240,1,1710.323
1482,50,240,1,1711.362
1483,50,240,1,1712.391
1484,50,240,1,1713.416
1485,50,240,1,1714.456
1486,50,240,1,1715.514
1487,50,241,2,1716.545
1488,50,241,2,1717.602
1489,50,241,2,1718.603
1490,50,241,2,1719.656
1491,50,241,2,1720.678
1492,50,241,2,1721.759
1493,50,242,3,1722.832
1494,50,242,3,1723.854
1495,50,242,3,1724.95
1496,50,242,3,1725.964
1497,50,242,3,1726.993
1498,50,242,3,1728.046
1499,50,242,3,1729.057
1500,50,243,4,1730.057
1501,51,243,4,1731.074
1502,51,243,4,1733.342
1503,51,243,4,1734.536
1504,51,243,4,1735.551
1505,51,243,4,1736.578
1506,51,243,4,1737.679
1507,51,244,5,1738.798
1508,51,244,5,1739.904
1509,51,244,5,1740.975
1510,51,244,4,1742.028
1511,51,244,3,1743.057
1512,51,245,3,1744.19
1513,51,245,2,1745.206
1514,51,245,2,1746.245
1515,51,245,2,1747.253
1516,51,245,2,1748.438
1517,51,245,2,1749.502
1518,51,245,2,1750.522
1519,51,246,3,1751.535
1520,51,246,3,1752.565
1521,51,246,3,1753.586
1522,51,246,3,1754.594
1523,51,246,3,1755.643
1524,51,246,3,1756.681
1525,51,247,4,1757.691
1526,51,247,4,1758.702
1527,51,247,4,1759.734
1528,51,247,4,1760.787
1529,51,247,4,1761.845
1530,51,247,4,1762.926
1531,52,247,4,1764.259
1532,52,248,5,1765.568
1533,52,248,5,1766.639
1534,52,248,5,1767.669
1535,52,248,5,1768.701
1536,52,248,5,1769.884
1537,52,248,5,1770.958
1538,52,248,5,1771.964
1539,52,248,3,1773.082
1540,52,248,3,1774.328
1541,52,249,2,1775.521
1542,52,249,1,1777.123
1543,52,249,1,1778.457
1544,52,249,1,1779.79
1545,52,250,2,1781.123
1546,52,250,1,1782.312
1547,52,250,1,1783.645
1548,52,250,1,1784.978
1549,52,251,2,1786.267
1550,52,251,2,1787.331
1551,52,251,1,1788.353
1552,52,251,1,1789.374
1553,52,251,1,1790.412
1554,52,251,1,1791.434
1555,52,251,1,1792.445
1556,52,251,1,1793.494
1557,52,251,0,1795.003
1558,52,252,1,1796.822
1559,52,252,1,1797.948
1560,52,252,1,1799.018
1561,53,252,1,1800.161
1562,53,252,1,1801.293
1563,53,253,2,1802.32
1564,53,253,2,1803.337
1565,53,253,2,1804.346
1566,53,253,2,1805.39
1567,53,253,2,1806.455
1568,53,253,2,1808.053
1569,53,253,2,1809.318
1570,53,254,3,1811.174
1571,53,254,3,1812.205
1572,53,254,3,1813.264
1573,53,254,3,1814.296
1574,53,255,4,1815.328
1575,53,255,4,1816.352
1576,53,255,4,1817.357
1577,53,255,4,1818.418
1578,53,255,4,1819.442
1579,53,255,4,1820.531
1580,53,256,5,1821.605
1581,53,256,5,1822.629
1582,53,256,5,1823.674
1583,53,256,5,1824.697
1584,53,256,5,1826.277
1585,53,257,6,1827.649
1586,53,257,6,1828.982
1587,53,257,6,1830.071
1588,53,257,6,1831.115
1589,53,257,6,1832.117
1590,53,257,5,1833.188
1591,54,257,4,1834.233
1592,54,257,4,1835.257
1593,54,258,5,1836.31
1594,54,258,5,1837.346
1595,54,258,5,1838.433
1596,54,258,5,1839.581
1597,54,258,5,1840.915
1598,54,258,5,1842.048
1599,54,258,5,1843.306
1600,54,258,5,1844.572
1601,54,259,6,1845.627
1602,54,259,6,1846.834
1603,54,259,6,1847.959
1604,54,259,6,1849.011
1605,54,259,6,1850.123
1606,54,260,7,1851.163
1607,54,260,7,1852.176
1608,54,260,7,1853.24
1609,54,260,7,1854.392
1610,54,260,7,1855.42
1611,54,260,7,1856.432
1612,54,260,7,1857.502
1613,54,261,8,1858.759
1614,54,261,8,1859.828
1615,54,261,8,1860.882
1616,54,261,8,1861.977
1617,54,261,7,1863.762
1618,54,261,5,1865.071
1619,54,262,5,1866.821
1620,54,262,4,1867.893
1621,55,262,3,1869.142
1622,55,262,2,1870.331
1623,55,262,1,1871.407
1624,55,263,1,1873.64
1625,55,263,1,1874.974
1626,55,263,1,1876.545
1627,55,263,1,1877.584
1628,55,263,1,1878.592
1629,55,264,2,1879.637
1630,55,264,1,1880.709
1631,55,264,1,1881.731
1632,55,264,1,1882.765
1633,55,264,1,1883.806
1634,55,264,1,1884.837
1635,55,265,2,1886.492
1636,55,265,1,1887.652
1637,55,265,1,1888.751
1638,55,265,1,1889.822
1639,55,265,1,1890.896
1640,55,265,1,1891.945
1641,55,266,2,1893.024
1642,55,266,2,1895.012
1643,55,266,2,1896.23
1644,55,266,2,1897.284
1645,55,266,2,1898.958
1646,55,266,2,1900.008
1647,55,267,3,1901.258
1648,55,267,3,1902.266
1649,55,267,3,1903.272
1650,55,267,3,1904.371
1651,56,267,3,1905.51
1652,56,268,4,1906.739
1653,56,268,4,1907.809
1654,56,268,4,1908.842
1655,56,268,4,1909.932
1656,56,268,4,1911.018
1657,56,269,5,1912.032
1658,56,269,5,1913.043
1659,56,269,5,1914.059
1660,56,269,5,1915.066
1661,56,269,5,1916.152
1662,56,269,5,1917.279
1663,56,269,5,1918.294
1664,56,269,5,1919.314
1665,56,270,6,1920.339
1666,56,270,6,1921.365
1667,56,270,6,1922.418
1668,56,270,6,1923.424
1669,56,270,6,1924.454
1670,56,270,6,1925.616
1671,56,270,6,1927.656
1672,56,270,6,1928.694
1673,56,271,7,1929.786
1674,56,271,7,1930.881
1675,56,271,7,1932.583
1676,56,271,7,1934.094
1677,56,271,7,1935.218
1678,56,271,7,1936.244
1679,56,271,7,1937.31
1680,56,271,7,1938.362
1681,57,272,8,1939.365
1682,57,272,8,1940.407
1683,57,272,8,1941.462
1684,57,272,8,1942.513
1685,57,272,8,1943.544
1686,57,273,9,1944.544
1687,57,273,9,1945.62
1688,57,273,9,1946.651
1689,57,273,9,1947.758
1690,57,273,9,1948.828
1691,57,273,9,1949.898
1692,57,273,9,1950.958
1693,57,273,9,1952.082
1694,57,274,10,1953.088
1695,57,274,9,1954.152
1696,57,274,8,1955.202
1697,57,274,7,1956.323
1698,57,274,5,1958.401
1699,57,274,3,1959.734
1700,57,275,3,1961.068
1701,57,275,2,1962.401
1702,57,275,1,1963.734
1703,57,275,1,1964.836
1704,57,275,1,1966.352
1705,57,275,1,1967.458
1706,57,276,1,1968.604
1707,57,276,1,1969.647
1708,57,276,1,1970.691
1709,57,276,1,1971.736
1710,57,276,1,1972.774
1711,58,276,1,1974.145
1712,58,276,1,1975.198
1713,58,276,0,1976.491
1714,58,276,0,1977.745
1715,58,277,1,1978.849
1716,58,277,1,1980.131
1717,58,277,1,1981.198
1718,58,277,1,1982.222
1719,58,277,1,1983.27
1720,58,278,2,1984.32
1721,58,278,2,1985.347
1722,58,278,2,1986.371
1723,58,278,2,1987.47
1724,58,278,2,1988.527
1725,58,278,2,1990.284
1726,58,278,2,1991.803
1727,58,279,3,1992.839
1728,58,279,3,1993.846
1729,58,279,3,1994.855
1730,58,279,3,1995.949
1731,58,279,3,1996.957
1732,58,279,3,1997.978
1733,58,279,3,1998.978
1734,58,279,3,2000.147
1735,58,280,4,2001.268
1736,58,280,4,2002.32
1737,58,280,4,2003.343
1738,58,280,4,2004.392
1739,58,280,4,2005.43
1740,58,281,5,2007.141
1741,59,281,5,2008.199
1742,59,281,5,2009.356
1743,59,281,5,2010.537
1744,59,282,6,2011.941
1745,59,282,6,2013.005
1746,59,282,6,2014.099
1747,59,282,6,2015.125
1748,59,282,6,2016.291
1749,59,283,7,2017.359
1750,59,283,7,2018.568
1751,59,283,7,2019.661
1752,59,283,7,2021.024
1753,59,283,7,2022.874
1754,59,283,7,2023.874
1755,59,283,7,2025.314
1756,59,284,8,2026.585
1757,59,284,8,2027.613
1758,59,284,8,2028.7
1759,59,284,8,2029.743
1760,59,284,8,2030.751
1761,59,284,8,2031.835
1762,59,284,8,2033.31
1763,59,284,8,2035.474
1764,59,285,9,2037.011
1765,59,285,9,2038.321
1766,59,285,9,2039.629
1767,59,285,9,2040.641
1768,59,285,9,2041.743
1769,59,285,9,2043.019
1770,59,286,9,2044.756
1771,60,286,8,2046.023
1772,60,286,6,2047.357
1773,60,286,4,2048.673
1774,60,286,4,2049.802
1775,60,286,2,2050.844
1776,60,286,1,2051.896
1777,60,286,1,2052.936
1778,60,287,1,2054.269
1779,60,287,1,2055.491
1780,60,287,1,2056.567
1781,60,287,1,2057.981
1782,60,288,2,2059.017
1783,60,288,2,2060.1
1784,60,288,2,2061.115
1785,60,288,1,2062.212
1786,60,288,1,2063.28
1787,60,288,1,2064.325
1788,60,289,2,2065.382
1789,60,289,2,2066.444
1790,60,289,1,2067.471
1791,60,289,1,2068.58
1792,60,289,1,2069.773
1793,60,289,1,2070.989
1794,60,290,2,2072.279
1795,60,290,1,2073.604
1796,60,290,1,2074.617
1797,60,290,1,2075.62
1798,60,290,1,2076.659
1799,60,290,1,2077.664
1800,60,291,2,2078.715
1801,61,291,2,2079.758
1802,61,291,2,2080.834
1803,61,291,2,2081.883
1804,61,291,2,2082.914
1805,61,292,3,2083.919
1806,61,292,3,2085.087
1807,61,292,3,2086.764
1808,61,292,3,2087.821
1809,61,292,3,2089.209
1810,61,292,3,2090.218
1811,61,293,4,2091.229
1812,61,293,4,2092.275
1813,61,293,4,2093.277
1814,61,293,4,2094.315
1815,61,293,4,2095.363
1816,61,293,4,2096.409
1817,61,293,4,2097.612
1818,61,294,5,2098.666
1819,61,294,5,2100.041
1820,61,294,5,2101.059
1821,61,294,5,2102.108
1822,61,294,5,2103.127
1823,61,294,4,2104.298
1824,61,294,3,2105.542
1825,61,295,4,2106.575
1826,61,295,4,2107.725
1827,61,295,4,2109.21
1828,61,295,4,2110.239
1829,61,295,4,2111.286
1830,61,295,4,2112.368
1831,62,295,4,2113.523
1832,62,295,4,2114.691
1833,62,296,5,2115.75
1834,62,296,5,2116.784
1835,62,296,5,2118.127
1836,62,296,5,2119.46
1837,62,296,5,2120.485
1838,62,296,5,2121.585
1839,62,296,5,2122.595
1840,62,297,6,2123.699
1841,62,297,6,2124.749
1842,62,297,6,2125.822
1843,62,297,6,2126.846
1844,62,297,6,2127.877
1845,62,298,7,2128.883
1846,62,298,7,2130.077
1847,62,298,7,2131.09
1848,62,298,7,2132.113
1849,62,298,7,2133.367
1850,62,298,7,2134.679
1851,62,299,7,2136.091
1852,62,299,4,2137.757
1853,62,299,3,2138.882
1854,62,299,2,2140.215
1855,62,299,2,2141.408
1856,62,300,2,2143.205
1857,62,300,1,2145.165
1858,62,300,1,2146.249
1859,62,300,1,2147.259
1860,62,301,2,2148.306
1861,63,301,2,2150.116
1862,63,301,1,2151.263
1863,63,301,1,2152.283
1864,63,301,1,2153.289
1865,63,301,1,2154.292
1866,63,301,1,2155.321
1867,63,301,0,2156.75
1868,63,302,1,2157.803
1869,63,302,1,2158.815
1870,63,302,1,2159.881
1871,63,302,1,2161.065
1872,63,302,1,2162.455
1873,63,303,2,2163.581
1874,63,303,2,2164.646
1875,63,303,2,2165.672
1876,63,303,2,2166.736
1877,63,303,2,2167.81
1878,63,303,2,2168.814
1879,63,303,2,2169.858
1880,63,303,2,2170.951
1881,63,304,3,2172.019
1882,63,304,3,2173.067
1883,63,304,3,2174.091
1884,63,304,3,2175.146
1885,63,304,3,2176.24
1886,63,304,3,2177.338
1887,63,304,3,2178.353
1888,63,304,3,2179.365
1889,63,304,3,2180.4
1890,63,305,4,2181.476
1891,64,305,4,2183.199
1892,64,305,4,2184.456
1893,64,305,4,2185.497
1894,64,305,4,2186.499
1895,64,305,4,2187.549
1896,64,305,4,2188.748
1897,64,306,5,2189.883
1898,64,306,5,2190.898
1899,64,306,5,2192.027
1900,64,306,5,2193.651
1901,64,306,5,2194.913
1902,64,306,5,2196.161
1903,64,307,6,2197.165
1904,64,307,6,2198.679
1905,64,307,6,2200.444
1906,64,307,6,2201.959
1907,64,307,6,2204.292
1908,64,307,6,2205.625
